transcript,audio_path
apong,./Flask/content/dataset/apong/apong_jessie.wav
apong,./Flask/content/dataset/apong/apong_jol.wav
apong,./Flask/content/dataset/apong/apong_kakak.wav
apong,./Flask/content/dataset/apong/apong_mamak.wav
apong,./Flask/content/dataset/apong/apong_muharis.wav
apong,./Flask/content/dataset/apong/apong_oja.wav
apong,./Flask/content/dataset/apong/apong_oom.wav
apong,./Flask/content/dataset/apong/apong_rafiq.wav
apong,./Flask/content/dataset/apong/apong_reja.wav
apong,./Flask/content/dataset/apong/apong_syifa.wav
apong,./Flask/content/dataset/apong/apong_tajrit.wav
apong,./Flask/content/dataset/apong/apong_te.wav
apui,./Flask/content/dataset/apui/apui_abang.wav
apui,./Flask/content/dataset/apui/apui_andra.wav
apui,./Flask/content/dataset/apui/apui_apid.wav
apui,./Flask/content/dataset/apui/apui_ari.wav
apui,./Flask/content/dataset/apui/apui_bg_yasir.wav
apui,./Flask/content/dataset/apui/apui_bulek.wav
apui,./Flask/content/dataset/apui/apui_c_jal.wav
apui,./Flask/content/dataset/apui/apui_daudi.wav
apui,./Flask/content/dataset/apui/apui_dek_wah.wav
apui,./Flask/content/dataset/apui/apui_dinda.wav
apui,./Flask/content/dataset/apui/apui_faiz.wav
apui,./Flask/content/dataset/apui/apui_imam.wav
apui,./Flask/content/dataset/apui/apui_jahrol.wav
apui,./Flask/content/dataset/apui/apui_jessie.wav
apui,./Flask/content/dataset/apui/apui_jol.wav
apui,./Flask/content/dataset/apui/apui_kakak.wav
apui,./Flask/content/dataset/apui/apui_mamak.wav
apui,./Flask/content/dataset/apui/apui_muharis.wav
apui,./Flask/content/dataset/apui/apui_oja.wav
apui,./Flask/content/dataset/apui/apui_oom.wav
apui,./Flask/content/dataset/apui/apui_rafiq.wav
apui,./Flask/content/dataset/apui/apui_reja.wav
apui,./Flask/content/dataset/apui/apui_syifa.wav
apui,./Flask/content/dataset/apui/apui_tajrit.wav
apui,./Flask/content/dataset/apui/apui_te.wav
bagah,./Flask/content/dataset/bagah/bagah_abang.wav
bagah,./Flask/content/dataset/bagah/bagah_andra.wav
bagah,./Flask/content/dataset/bagah/bagah_apid.wav
bagah,./Flask/content/dataset/bagah/bagah_ari.wav
bagah,./Flask/content/dataset/bagah/bagah_bg_yasir.wav
bagah,./Flask/content/dataset/bagah/bagah_bulek.wav
bagah,./Flask/content/dataset/bagah/bagah_c_jal.wav
bagah,./Flask/content/dataset/bagah/bagah_daudi.wav
bagah,./Flask/content/dataset/bagah/bagah_dek_wah.wav
bagah,./Flask/content/dataset/bagah/bagah_dinda.wav
bagah,./Flask/content/dataset/bagah/bagah_faiz.wav
bagah,./Flask/content/dataset/bagah/bagah_imam.wav
bagah,./Flask/content/dataset/bagah/bagah_jahrol.wav
bagah,./Flask/content/dataset/bagah/bagah_jessie.wav
bagah,./Flask/content/dataset/bagah/bagah_jol.wav
bagah,./Flask/content/dataset/bagah/bagah_kakak.wav
bagah,./Flask/content/dataset/bagah/bagah_mamak.wav
bagah,./Flask/content/dataset/bagah/bagah_muharis.wav
bagah,./Flask/content/dataset/bagah/bagah_oja.wav
bagah,./Flask/content/dataset/bagah/bagah_oom.wav
bagah,./Flask/content/dataset/bagah/bagah_rafiq.wav
bagah,./Flask/content/dataset/bagah/bagah_reja.wav
bagah,./Flask/content/dataset/bagah/bagah_syifa.wav
bagah,./Flask/content/dataset/bagah/bagah_tajrit.wav
bagah,./Flask/content/dataset/bagah/bagah_te.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_abang.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_andra.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_apid.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_ari.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_bg_yasir.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_bulek.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_c_jal.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_daudi.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_dek_wah.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_dinda.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_faiz.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_imam.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_jahrol.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_jessie.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_jol.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_kakak.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_mamak.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_muharis.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_oja.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_oom.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_rafiq.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_reja.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_syifa.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_tajrit.wav
bagiya,./Flask/content/dataset/bagiya/bagiya_te.wav
bek,./Flask/content/dataset/bek/bek_abang.wav
bek,./Flask/content/dataset/bek/bek_andra.wav
bek,./Flask/content/dataset/bek/bek_apid.wav
bek,./Flask/content/dataset/bek/bek_ari.wav
bek,./Flask/content/dataset/bek/bek_bg_yasir.wav
bek,./Flask/content/dataset/bek/bek_bulek.wav
bek,./Flask/content/dataset/bek/bek_c_jal.wav
bek,./Flask/content/dataset/bek/bek_daudi.wav
bek,./Flask/content/dataset/bek/bek_dek_wah.wav
bek,./Flask/content/dataset/bek/bek_dinda.wav
bek,./Flask/content/dataset/bek/bek_faiz.wav
bek,./Flask/content/dataset/bek/bek_imam.wav
bek,./Flask/content/dataset/bek/bek_jahrol.wav
bek,./Flask/content/dataset/bek/bek_jessie.wav
bek,./Flask/content/dataset/bek/bek_jol.wav
bek,./Flask/content/dataset/bek/bek_kakak.wav
bek,./Flask/content/dataset/bek/bek_mamak.wav
bek,./Flask/content/dataset/bek/bek_muharis.wav
bek,./Flask/content/dataset/bek/bek_oja.wav
bek,./Flask/content/dataset/bek/bek_oom.wav
bek,./Flask/content/dataset/bek/bek_rafiq.wav
bek,./Flask/content/dataset/bek/bek_reja.wav
bek,./Flask/content/dataset/bek/bek_syifa.wav
bek,./Flask/content/dataset/bek/bek_tajrit.wav
bek,./Flask/content/dataset/bek/bek_te.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_abang.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_andra.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_apid.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_ari.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_bg_yasir.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_bulek.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_c_jal.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_daudi.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_dek_wah.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_dinda.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_faiz.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_imam.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_jahrol.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_jessie.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_jol.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_kakak.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_mamak.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_muharis.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_oja.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_oom.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_rafiq.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_reja.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_syifa.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_tajrit.wav
beungeh,./Flask/content/dataset/beungeh/beungeh_te.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_abang.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_andra.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_apid.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_ari.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_bg_yasir.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_bulek.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_c_jal.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_daudi.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_dek_wah.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_dinda.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_faiz.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_imam.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_jahrol.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_jessie.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_jol.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_kakak.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_mamak.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_muharis.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_oja.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_oom.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_rafiq.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_reja.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_syifa.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_tajrit.wav
beungoh,./Flask/content/dataset/beungoh/beungoh_te.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_abang.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_andra.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_apid.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_ari.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_bg_yasir.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_bulek.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_c_jal.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_daudi.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_dek_wah.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_dinda.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_faiz.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_imam.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_jahrol.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_jessie.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_jol.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_kakak.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_mamak.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_muharis.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_oja.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_oom.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_rafiq.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_reja.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_syifa.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_tajrit.wav
beutoi,./Flask/content/dataset/beutoi/beutoi_te.wav
bileung,./Flask/content/dataset/bileung/bileung_abang.wav
bileung,./Flask/content/dataset/bileung/bileung_andra.wav
bileung,./Flask/content/dataset/bileung/bileung_apid.wav
bileung,./Flask/content/dataset/bileung/bileung_ari.wav
bileung,./Flask/content/dataset/bileung/bileung_bg_yasir.wav
bileung,./Flask/content/dataset/bileung/bileung_bulek.wav
bileung,./Flask/content/dataset/bileung/bileung_c_jal.wav
bileung,./Flask/content/dataset/bileung/bileung_daudi.wav
bileung,./Flask/content/dataset/bileung/bileung_dek_wah.wav
bileung,./Flask/content/dataset/bileung/bileung_dinda.wav
bileung,./Flask/content/dataset/bileung/bileung_faiz.wav
bileung,./Flask/content/dataset/bileung/bileung_imam.wav
bileung,./Flask/content/dataset/bileung/bileung_jahrol.wav
bileung,./Flask/content/dataset/bileung/bileung_jessie.wav
bileung,./Flask/content/dataset/bileung/bileung_jol.wav
bileung,./Flask/content/dataset/bileung/bileung_kakak.wav
bileung,./Flask/content/dataset/bileung/bileung_mamak.wav
bileung,./Flask/content/dataset/bileung/bileung_muharis.wav
bileung,./Flask/content/dataset/bileung/bileung_oja.wav
bileung,./Flask/content/dataset/bileung/bileung_oom.wav
bileung,./Flask/content/dataset/bileung/bileung_rafiq.wav
bileung,./Flask/content/dataset/bileung/bileung_reja.wav
bileung,./Flask/content/dataset/bileung/bileung_syifa.wav
bileung,./Flask/content/dataset/bileung/bileung_tajrit.wav
bileung,./Flask/content/dataset/bileung/bileung_te.wav
bingong,./Flask/content/dataset/bingong/bingong_abang.wav
bingong,./Flask/content/dataset/bingong/bingong_andra.wav
bingong,./Flask/content/dataset/bingong/bingong_apid.wav
bingong,./Flask/content/dataset/bingong/bingong_ari.wav
bingong,./Flask/content/dataset/bingong/bingong_bg_yasir.wav
bingong,./Flask/content/dataset/bingong/bingong_bulek.wav
bingong,./Flask/content/dataset/bingong/bingong_c_jal.wav
bingong,./Flask/content/dataset/bingong/bingong_daudi.wav
bingong,./Flask/content/dataset/bingong/bingong_dek_wah.wav
bingong,./Flask/content/dataset/bingong/bingong_dinda.wav
bingong,./Flask/content/dataset/bingong/bingong_faiz.wav
bingong,./Flask/content/dataset/bingong/bingong_imam.wav
bingong,./Flask/content/dataset/bingong/bingong_jahrol.wav
bingong,./Flask/content/dataset/bingong/bingong_jessie.wav
bingong,./Flask/content/dataset/bingong/bingong_jol.wav
bingong,./Flask/content/dataset/bingong/bingong_kakak.wav
bingong,./Flask/content/dataset/bingong/bingong_mamak.wav
bingong,./Flask/content/dataset/bingong/bingong_muharis.wav
bingong,./Flask/content/dataset/bingong/bingong_oja.wav
bingong,./Flask/content/dataset/bingong/bingong_oom.wav
bingong,./Flask/content/dataset/bingong/bingong_rafiq.wav
bingong,./Flask/content/dataset/bingong/bingong_reja.wav
bingong,./Flask/content/dataset/bingong/bingong_syifa.wav
bingong,./Flask/content/dataset/bingong/bingong_tajrit.wav
bingong,./Flask/content/dataset/bingong/bingong_te.wav
brok,./Flask/content/dataset/brok/brok_abang.wav
brok,./Flask/content/dataset/brok/brok_andra.wav
brok,./Flask/content/dataset/brok/brok_apid.wav
brok,./Flask/content/dataset/brok/brok_ari.wav
brok,./Flask/content/dataset/brok/brok_bg_yasir.wav
brok,./Flask/content/dataset/brok/brok_bulek.wav
brok,./Flask/content/dataset/brok/brok_c_jal.wav
brok,./Flask/content/dataset/brok/brok_daudi.wav
brok,./Flask/content/dataset/brok/brok_dek_wah.wav
brok,./Flask/content/dataset/brok/brok_dinda.wav
brok,./Flask/content/dataset/brok/brok_faiz.wav
brok,./Flask/content/dataset/brok/brok_imam.wav
brok,./Flask/content/dataset/brok/brok_jahrol.wav
brok,./Flask/content/dataset/brok/brok_jessie.wav
brok,./Flask/content/dataset/brok/brok_jol.wav
brok,./Flask/content/dataset/brok/brok_kakak.wav
brok,./Flask/content/dataset/brok/brok_mamak.wav
brok,./Flask/content/dataset/brok/brok_muharis.wav
brok,./Flask/content/dataset/brok/brok_oja.wav
brok,./Flask/content/dataset/brok/brok_oom.wav
brok,./Flask/content/dataset/brok/brok_rafiq.wav
brok,./Flask/content/dataset/brok/brok_reja.wav
brok,./Flask/content/dataset/brok/brok_syifa.wav
brok,./Flask/content/dataset/brok/brok_tajrit.wav
brok,./Flask/content/dataset/brok/brok_te.wav
buleun,./Flask/content/dataset/buleun/buleun_abang.wav
buleun,./Flask/content/dataset/buleun/buleun_andra.wav
buleun,./Flask/content/dataset/buleun/buleun_apid.wav
buleun,./Flask/content/dataset/buleun/buleun_ari.wav
buleun,./Flask/content/dataset/buleun/buleun_bg_yasir.wav
buleun,./Flask/content/dataset/buleun/buleun_bulek.wav
buleun,./Flask/content/dataset/buleun/buleun_c_jal.wav
buleun,./Flask/content/dataset/buleun/buleun_daudi.wav
buleun,./Flask/content/dataset/buleun/buleun_dek_wah.wav
buleun,./Flask/content/dataset/buleun/buleun_dinda.wav
buleun,./Flask/content/dataset/buleun/buleun_faiz.wav
buleun,./Flask/content/dataset/buleun/buleun_imam.wav
buleun,./Flask/content/dataset/buleun/buleun_jahrol.wav
buleun,./Flask/content/dataset/buleun/buleun_jessie.wav
buleun,./Flask/content/dataset/buleun/buleun_jol.wav
buleun,./Flask/content/dataset/buleun/buleun_kakak.wav
buleun,./Flask/content/dataset/buleun/buleun_mamak.wav
buleun,./Flask/content/dataset/buleun/buleun_muharis.wav
buleun,./Flask/content/dataset/buleun/buleun_oja.wav
buleun,./Flask/content/dataset/buleun/buleun_oom.wav
buleun,./Flask/content/dataset/buleun/buleun_rafiq.wav
buleun,./Flask/content/dataset/buleun/buleun_reja.wav
buleun,./Flask/content/dataset/buleun/buleun_syifa.wav
buleun,./Flask/content/dataset/buleun/buleun_tajrit.wav
buleun,./Flask/content/dataset/buleun/buleun_te.wav
bulut,./Flask/content/dataset/bulut/bulut_abang.wav
bulut,./Flask/content/dataset/bulut/bulut_andra.wav
bulut,./Flask/content/dataset/bulut/bulut_apid.wav
bulut,./Flask/content/dataset/bulut/bulut_ari.wav
bulut,./Flask/content/dataset/bulut/bulut_bg_yasir.wav
bulut,./Flask/content/dataset/bulut/bulut_bulek.wav
bulut,./Flask/content/dataset/bulut/bulut_c_jal.wav
bulut,./Flask/content/dataset/bulut/bulut_daudi.wav
bulut,./Flask/content/dataset/bulut/bulut_dek_wah.wav
bulut,./Flask/content/dataset/bulut/bulut_dinda.wav
bulut,./Flask/content/dataset/bulut/bulut_faiz.wav
bulut,./Flask/content/dataset/bulut/bulut_imam.wav
bulut,./Flask/content/dataset/bulut/bulut_jahrol.wav
bulut,./Flask/content/dataset/bulut/bulut_jessie.wav
bulut,./Flask/content/dataset/bulut/bulut_jol.wav
bulut,./Flask/content/dataset/bulut/bulut_kakak.wav
bulut,./Flask/content/dataset/bulut/bulut_mamak.wav
bulut,./Flask/content/dataset/bulut/bulut_muharis.wav
bulut,./Flask/content/dataset/bulut/bulut_oja.wav
bulut,./Flask/content/dataset/bulut/bulut_oom.wav
bulut,./Flask/content/dataset/bulut/bulut_rafiq.wav
bulut,./Flask/content/dataset/bulut/bulut_reja.wav
bulut,./Flask/content/dataset/bulut/bulut_syifa.wav
bulut,./Flask/content/dataset/bulut/bulut_tajrit.wav
bulut,./Flask/content/dataset/bulut/bulut_te.wav
cantek,./Flask/content/dataset/cantek/cantek_abang.wav
cantek,./Flask/content/dataset/cantek/cantek_andra.wav
cantek,./Flask/content/dataset/cantek/cantek_apid.wav
cantek,./Flask/content/dataset/cantek/cantek_ari.wav
cantek,./Flask/content/dataset/cantek/cantek_bg_yasir.wav
cantek,./Flask/content/dataset/cantek/cantek_bulek.wav
cantek,./Flask/content/dataset/cantek/cantek_c_jal.wav
cantek,./Flask/content/dataset/cantek/cantek_daudi.wav
cantek,./Flask/content/dataset/cantek/cantek_dek_wah.wav
cantek,./Flask/content/dataset/cantek/cantek_dinda.wav
cantek,./Flask/content/dataset/cantek/cantek_faiz.wav
cantek,./Flask/content/dataset/cantek/cantek_imam.wav
cantek,./Flask/content/dataset/cantek/cantek_jahrol.wav
cantek,./Flask/content/dataset/cantek/cantek_jessie.wav
cantek,./Flask/content/dataset/cantek/cantek_jol.wav
cantek,./Flask/content/dataset/cantek/cantek_kakak.wav
cantek,./Flask/content/dataset/cantek/cantek_mamak.wav
cantek,./Flask/content/dataset/cantek/cantek_muharis.wav
cantek,./Flask/content/dataset/cantek/cantek_oja.wav
cantek,./Flask/content/dataset/cantek/cantek_oom.wav
cantek,./Flask/content/dataset/cantek/cantek_rafiq.wav
cantek,./Flask/content/dataset/cantek/cantek_reja.wav
cantek,./Flask/content/dataset/cantek/cantek_syifa.wav
cantek,./Flask/content/dataset/cantek/cantek_tajrit.wav
cantek,./Flask/content/dataset/cantek/cantek_te.wav
deng,./Flask/content/dataset/deng/deng_abang.wav
deng,./Flask/content/dataset/deng/deng_andra.wav
deng,./Flask/content/dataset/deng/deng_apid.wav
deng,./Flask/content/dataset/deng/deng_ari.wav
deng,./Flask/content/dataset/deng/deng_bg_yasir.wav
deng,./Flask/content/dataset/deng/deng_bulek.wav
deng,./Flask/content/dataset/deng/deng_c_jal.wav
deng,./Flask/content/dataset/deng/deng_daudi.wav
deng,./Flask/content/dataset/deng/deng_dek_wah.wav
deng,./Flask/content/dataset/deng/deng_dinda.wav
deng,./Flask/content/dataset/deng/deng_faiz.wav
deng,./Flask/content/dataset/deng/deng_imam.wav
deng,./Flask/content/dataset/deng/deng_jahrol.wav
deng,./Flask/content/dataset/deng/deng_jessie.wav
deng,./Flask/content/dataset/deng/deng_jol.wav
deng,./Flask/content/dataset/deng/deng_kakak.wav
deng,./Flask/content/dataset/deng/deng_mamak.wav
deng,./Flask/content/dataset/deng/deng_muharis.wav
deng,./Flask/content/dataset/deng/deng_oja.wav
deng,./Flask/content/dataset/deng/deng_oom.wav
deng,./Flask/content/dataset/deng/deng_rafiq.wav
deng,./Flask/content/dataset/deng/deng_reja.wav
deng,./Flask/content/dataset/deng/deng_syifa.wav
deng,./Flask/content/dataset/deng/deng_tajrit.wav
deng,./Flask/content/dataset/deng/deng_te.wav
deuk,./Flask/content/dataset/deuk/deuk_abang.wav
deuk,./Flask/content/dataset/deuk/deuk_andra.wav
deuk,./Flask/content/dataset/deuk/deuk_apid.wav
deuk,./Flask/content/dataset/deuk/deuk_ari.wav
deuk,./Flask/content/dataset/deuk/deuk_bg_yasir.wav
deuk,./Flask/content/dataset/deuk/deuk_bulek.wav
deuk,./Flask/content/dataset/deuk/deuk_c_jal.wav
deuk,./Flask/content/dataset/deuk/deuk_daudi.wav
deuk,./Flask/content/dataset/deuk/deuk_dek_wah.wav
deuk,./Flask/content/dataset/deuk/deuk_dinda.wav
deuk,./Flask/content/dataset/deuk/deuk_faiz.wav
deuk,./Flask/content/dataset/deuk/deuk_imam.wav
deuk,./Flask/content/dataset/deuk/deuk_jahrol.wav
deuk,./Flask/content/dataset/deuk/deuk_jessie.wav
deuk,./Flask/content/dataset/deuk/deuk_jol.wav
deuk,./Flask/content/dataset/deuk/deuk_kakak.wav
deuk,./Flask/content/dataset/deuk/deuk_mamak.wav
deuk,./Flask/content/dataset/deuk/deuk_muharis.wav
deuk,./Flask/content/dataset/deuk/deuk_oja.wav
deuk,./Flask/content/dataset/deuk/deuk_oom.wav
deuk,./Flask/content/dataset/deuk/deuk_rafiq.wav
deuk,./Flask/content/dataset/deuk/deuk_reja.wav
deuk,./Flask/content/dataset/deuk/deuk_syifa.wav
deuk,./Flask/content/dataset/deuk/deuk_tajrit.wav
deuk,./Flask/content/dataset/deuk/deuk_te.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_abang.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_andra.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_apid.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_ari.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_bg_yasir.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_bulek.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_c_jal.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_daudi.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_dek_wah.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_dinda.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_faiz.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_imam.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_jahrol.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_jessie.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_jol.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_kakak.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_mamak.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_muharis.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_oja.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_oom.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_rafiq.wav
dingoe,./Flask/content/dataset/dingoe/dingoe_reja.wav
